Sample	Assay	Bed_file	AUROC	PR-AUC	Baseline_PR-AUC
SK-N-SH	ISL1	ENCFF368YCC.bed	0.7688432679576641	0.03436151513051527	0.009731744260204081
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF038YCT.bed	0.9528242075879635	0.6582925543010706	0.022287547831632653
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF283LVU.bed	0.8232166140275654	0.280028729238184	0.056066645408163265
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF026BCO.bed	0.9359118040781328	0.1322643319757027	0.011730707908163265
dorsolateral-prefrontal-cortex	H3K9ac	ENCFF251GMK.bed	0.9269537245935131	0.4038643359601792	0.02619778380102041
astrocyte-of-the-cerebellum	DNase-seq	ENCFF173MXX.bed	0.8633335327279351	0.14770020278666224	0.010224011479591837
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF403OFG.bed	0.9613976076984957	0.21557634610598786	0.005817522321428572
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF570UGK.bed	0.7393171404233904	0.11479037302199262	0.015626992984693878
head-of-caudate-nucleus	DNase-seq	ENCFF911LWH.bed	0.9609411673204094	0.3218496505190555	0.006879783163265306
head-of-caudate-nucleus	DNase-seq	ENCFF794GBQ.bed	0.9671325338847483	0.30853767969939894	0.003248565051020408
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF873HRF.bed	0.9034909186562332	0.20718275459055585	0.002311862244897959
head-of-caudate-nucleus	DNase-seq	ENCFF570VBF.bed	0.9359171579198636	0.2201455748062854	0.006170280612244898
brain-pericyte	DNase-seq	ENCFF867BKX.bed	0.8689595498357886	0.09958364551940618	0.005803571428571429
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF066MUO.bed	0.9625433513734559	0.2667590099493575	0.004559948979591837
caudate-nucleus	H3K9me3	ENCFF102WPN.bed	0.7952785525622308	0.08125891237812073	0.018291613520408163
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF571EPA.bed	0.9687161750906348	0.22663305176038961	0.0027403539540816328
head-of-caudate-nucleus	DNase-seq	ENCFF710FSD.bed	0.9410488696991023	0.2653982592167182	0.013137755102040816
superior-temporal-gyrus	DNase-seq	ENCFF359LBG.bed	0.7965923664051016	0.11059363655557503	0.02222576530612245
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF825JIZ.bed	0.9234252109212467	0.5712359019256504	0.02853954081632653
germinal-matrix	H3K4me1	ENCFF145XQU.bed	0.8203333319108288	0.1829999937578456	0.04224529655612245
dorsolateral-prefrontal-cortex	CTCF	ENCFF893RLK.bed	0.9533246380032936	0.3917660759407662	0.005743781887755102
posterior-cingulate-gyrus	DNase-seq	ENCFF360YQN.bed	0.9114896981173342	0.1763614352738238	0.023477359693877552
posterior-cingulate-gyrus	DNase-seq	ENCFF456NVJ.bed	0.9392006186146912	0.23735091324605573	0.010337611607142857
layer-of-hippocampus	H3K27ac	ENCFF823HIP.bed	0.8355776143873104	0.31596944176325864	0.038612085459183675
brain	DNase-seq	ENCFF117OYB.bed	0.8930240135369756	0.16589071110751524	0.006640625
dorsolateral-prefrontal-cortex	CTCF	ENCFF756VJC.bed	0.9545845922367652	0.38785492862814047	0.00515186543367347
frontal-cortex	DNase-seq	ENCFF631HBT.bed	0.9281243410175828	0.19621632681017964	0.007160794005102041
motor-neuron	H3K27ac	ENCFF853JMX.bed	0.9140998750266163	0.3249397392583221	0.014610570790816327
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF726ELY.bed	0.952656273475683	0.2717323161020594	0.006634646045918367
D721Med	CTCF	ENCFF363BEL.bed	0.9409255175168841	0.3025598793577762	0.003641183035714286
head-of-caudate-nucleus	DNase-seq	ENCFF279NKK.bed	0.9479771348833258	0.2904069906719454	0.007969945790816326
head-of-caudate-nucleus	DNase-seq	ENCFF153SJJ.bed	0.9090624007707836	0.24219141001099093	0.014492984693877551
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF595JKW.bed	0.8714791001855604	0.26464197258577626	0.01976642219387755
head-of-caudate-nucleus	DNase-seq	ENCFF658FWW.bed	0.9496788446991486	0.2735858488806773	0.00813735650510204
SK-N-SH	RFX5	ENCFF773HOI.bed	0.8916255564896274	0.049619214655266586	0.0008649553571428571
SK-N-SH	TFAP2B	ENCFF646KYP.bed	0.8261877062219438	0.0934402219409278	0.00878109056122449
SK-N-SH	H4K20me1	ENCFF022SQR.bed	0.7921319806605779	0.10517631152587213	0.02858139349489796
astrocyte	H3K4me3	ENCFF416RWO.bed	0.9275688769264163	0.5324953577078472	0.01974848533163265
dorsolateral-prefrontal-cortex	CTCF	ENCFF535ATM.bed	0.9543543002450083	0.4162894623608908	0.0073182397959183675
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF878EFJ.bed	0.8206007690669201	0.26629314811913285	0.04440768494897959
H54	POLR2A	ENCFF226BZE.bed	0.9843581084827716	0.22429108395798364	0.0016143176020408164
layer-of-hippocampus	H3K36me3	ENCFF636XYU.bed	0.8559076573700375	0.09333590903742665	0.015078922193877551
head-of-caudate-nucleus	DNase-seq	ENCFF142UYG.bed	0.8841763515311161	0.19136581345743742	0.015696747448979594
germinal-matrix	H3K4me3	ENCFF626KFE.bed	0.9576502016468755	0.6642674569058287	0.01946548150510204
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF916QMC.bed	0.6966685449565265	0.12999826961553987	0.017091836734693878
dorsolateral-prefrontal-cortex	CTCF	ENCFF037ULF.bed	0.9514337984389116	0.3712152207860036	0.005520567602040816
caudate-nucleus	H3K36me3	ENCFF062JCG.bed	0.8102559290310707	0.08462775230483122	0.019935825892857143
astrocyte	CTCF	ENCFF896MXI.bed	0.8265580171584617	0.2085186296854813	0.007344148596938775
SK-N-SH	H3K79me2	ENCFF521DVT.bed	0.780113871738741	0.18424750859301744	0.07240712691326531
brain	DNase-seq	ENCFF819SKB.bed	0.8787879417106572	0.1222342644187828	0.007001355229591837
head-of-caudate-nucleus	DNase-seq	ENCFF739JCH.bed	0.9413273148938508	0.25882517575266223	0.010835857780612244
astrocyte-of-the-cerebellum	H3K4me3	ENCFF765JMR.bed	0.9800360465085785	0.721642115335383	0.01428970025510204
posterior-cingulate-gyrus	DNase-seq	ENCFF305VNF.bed	0.9441778642993015	0.26786750301954276	0.010108418367346939
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF577DIL.bed	0.9546209131997182	0.20543166217508807	0.005082110969387755
posterior-cingulate-gyrus	DNase-seq	ENCFF887QIZ.bed	0.9609473647248746	0.14147443226140327	0.006499123086734694
brain	H3K36me3	ENCFF459OLN.bed	0.8037107293838308	0.13843864235818995	0.03922592474489796
brain-microvascular-endothelial-cell	H3K27me3	ENCFF236PXJ.bed	0.8833634086920777	0.19493474617058137	0.006600765306122449
motor-neuron	ATAC-seq	ENCFF897LOL.bed	0.8119509156035016	0.2746996646002963	0.04591836734693878
caudate-nucleus	H3K36me3	ENCFF042HUP.bed	0.7935488961736983	0.11700811401502491	0.03513432716836735
dorsolateral-prefrontal-cortex	CTCF	ENCFF512PKN.bed	0.9564349236371255	0.4189370572546461	0.006664540816326531
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF121GIC.bed	0.7152762131160078	0.1383908689257074	0.011774553571428571
brain-microvascular-endothelial-cell	H3K4me3	ENCFF031VLQ.bed	0.9761772619103246	0.6768308551989564	0.013319116709183674
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF774BBN.bed	0.9512865704374531	0.6477728502690855	0.02267817283163265
head-of-caudate-nucleus	DNase-seq	ENCFF710LPW.bed	0.9189318503680869	0.2529379872653016	0.015660873724489797
dorsolateral-prefrontal-cortex	CTCF	ENCFF895HTB.bed	0.9540957698554358	0.3786407592884073	0.004998405612244898
SK-N-SH	FOSL2	ENCFF209EPG.bed	0.8845322821754125	0.09884537420996964	0.005369100765306122
angular-gyrus	H3K36me3	ENCFF645LDY.bed	0.7866982600179132	0.07842148608457546	0.02339564732142857
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF592WIF.bed	0.8809847021748867	0.180639752493367	0.01665736607142857
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF243CHP.bed	0.8516758571356388	0.3245625953693346	0.04327168367346939
head-of-caudate-nucleus	DNase-seq	ENCFF848YJF.bed	0.9525144220349901	0.28044112573550245	0.010427295918367347
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF386QJV.bed	0.94042088352436	0.2073784061656902	0.008565848214285715
dorsolateral-prefrontal-cortex	CTCF	ENCFF070IMT.bed	0.9602382783595826	0.403000233461474	0.006471221301020408
BE2C	H3K4me1	ENCFF186RHN.bed	0.7104972371087741	0.058200591319378436	0.032758689413265304
SK-N-SH	ATAC-seq	ENCFF687SBG.bed	0.8377364741262632	0.3068637306966496	0.04221141581632653
angular-gyrus	H3K4me1	ENCFF813JPB.bed	0.8205292504875754	0.17512485084883975	0.047676179846938775
posterior-cingulate-gyrus	DNase-seq	ENCFF761EYJ.bed	0.9307083033493526	0.1676772292848903	0.007834422831632652
motor-neuron	H3K27ac	ENCFF294IIV.bed	0.8044797277254983	0.24070336031581513	0.04338926977040816
SK-N-SH	PPARA	ENCFF708MEQ.bed	0.879413803802447	0.012888130761309067	9.566326530612244e-05
cerebellum	H3K4me3	ENCFF243YEX.bed	0.9888297737524954	0.7460512475808427	0.011453683035714285
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF344TGW.bed	0.9534555596671753	0.6500404396257347	0.020832669005102042
dorsolateral-prefrontal-cortex	CTCF	ENCFF979MUN.bed	0.9518700299346627	0.39234876627000786	0.005486686862244898
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF307QYO.bed	0.8437510871049906	0.23058287206003097	0.022702088647959185
posterior-cingulate-gyrus	DNase-seq	ENCFF689IRJ.bed	0.9605346501545915	0.2720417306297159	0.005189732142857143
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF051WDV.bed	0.8072793659563213	0.15287575987286028	0.012880660076530612
brain-microvascular-endothelial-cell	H3K36me3	ENCFF278UGL.bed	0.7849338186436767	0.07172263059719668	0.023309948979591835
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF745ROB.bed	0.8108616111156373	0.2504365621338055	0.051983019770408166
posterior-cingulate-gyrus	DNase-seq	ENCFF316AYL.bed	0.9609979549795641	0.2948243088842743	0.008791055484693878
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF169QSG.bed	0.8848114420239567	0.21954661915461593	0.012838807397959184
dorsolateral-prefrontal-cortex	CTCF	ENCFF333WDJ.bed	0.940679511879066	0.40068560718958174	0.008876753826530612
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF285XKT.bed	0.9358200305556965	0.6037111113904616	0.02768654336734694
cingulate-gyrus	H3K36me3	ENCFF063JHE.bed	0.7942827152403636	0.10180660694005449	0.029653619260204083
brain	H3K9me3	ENCFF135WPW.bed	0.7263404770603531	0.05978934650768299	0.02893016581632653
germinal-matrix	H3K27me3	ENCFF803RVD.bed	0.7981508680097392	0.25352471582615915	0.029904735331632654
head-of-caudate-nucleus	DNase-seq	ENCFF299CHI.bed	0.9538685288193145	0.28822378618601746	0.0071568080357142854
head-of-caudate-nucleus	DNase-seq	ENCFF853FXM.bed	0.9387037180056617	0.23816120444176922	0.007306281887755102
angular-gyrus	H3K4me3	ENCFF069XCJ.bed	0.9318149108662844	0.5562141568680338	0.022833625637755102
dorsolateral-prefrontal-cortex	H3K9me3	ENCFF385JXW.bed	0.7892024002404999	0.04774489695301452	0.013195551658163265
D721Med	DNase-seq	ENCFF611NKL.bed	0.8650857492853246	0.14052543967890047	0.008673469387755102
caudate-nucleus	DNase-seq	ENCFF240ECT.bed	0.8149908741877914	0.1242224827172905	0.01607142857142857
brain	CTCF	ENCFF190FEC.bed	0.9171176491352172	0.41122805812547847	0.013502471301020409
layer-of-hippocampus	H3K9ac	ENCFF878QJG.bed	0.9192473459277735	0.3920685785601823	0.024364237882653062
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF510CIP.bed	0.7294654360724757	0.1419625053621569	0.006875797193877551
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF461TWG.bed	0.8204962683864717	0.25123224914124087	0.042159598214285714
SK-N-SH	H3K9me3	ENCFF961FPO.bed	0.8111914086687014	0.12350532805769086	0.02626355229591837
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF004EUA.bed	0.9495773208013043	0.19844352812289562	0.007810507015306122
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF736DVV.bed	0.7970979794930523	0.1582563717022246	0.008522002551020409
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF200YMV.bed	0.8541585155582734	0.15404942715047265	0.0024872448979591836
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF698HFB.bed	0.6918436231374758	0.11801777499062606	0.012224968112244898
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF693JGW.bed	0.8275373150134302	0.24811672704656226	0.0343570631377551
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF082HRF.bed	0.7612793832388118	0.1506992486281377	0.012593670280612245
posterior-cingulate-gyrus	DNase-seq	ENCFF030QSS.bed	0.9086262359949346	0.19479765913568017	0.02966358418367347
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF629UTT.bed	0.9500918823468207	0.6347793862856139	0.020481903698979592
head-of-caudate-nucleus	DNase-seq	ENCFF708JJK.bed	0.9324734182830261	0.26582202689898893	0.015094866071428572
posterior-cingulate-gyrus	DNase-seq	ENCFF865NAT.bed	0.9746023077292592	0.22249731530532454	0.0020029496173469387
dorsolateral-prefrontal-cortex	CTCF	ENCFF497VZU.bed	0.9572595915693799	0.38458420438658375	0.004990433673469388
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF951QLN.bed	0.9765883366717676	0.2774985304178237	0.002578922193877551
layer-of-hippocampus	H3K9me3	ENCFF230AES.bed	0.7812683112963341	0.03207217692602278	0.01005859375
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF282ILQ.bed	0.9479541160293949	0.634155079320988	0.02333785076530612
brain	DNase-seq	ENCFF577SDV.bed	0.9486091121531836	0.30614655443938954	0.0061443718112244895
SK-N-SH	SNAI2	ENCFF983DOM.bed	0.8271421255774748	0.026649758244854403	0.0014548788265306123
brain	DNase-seq	ENCFF666HLW.bed	0.8565454779176329	0.13354030346328902	0.008091517857142858
motor-neuron	ATAC-seq	ENCFF794FOV.bed	0.8074329182868499	0.2724990558107493	0.047456951530612246
inferior-parietal-cortex	DNase-seq	ENCFF881WHO.bed	0.8486180820157045	0.13981758234805108	0.014766023596938776
head-of-caudate-nucleus	DNase-seq	ENCFF134YOQ.bed	0.9465994677914306	0.28923901708462596	0.008970424107142856
caudate-nucleus	H3K9ac	ENCFF195JWO.bed	0.8938749049487901	0.3665285404466588	0.023814174107142858
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF424XFG.bed	0.9305952053431001	0.5899372242718315	0.02819076849489796
brain	H3K27me3	ENCFF850UWF.bed	0.7724744966643483	0.16001983510976173	0.024011479591836735
temporal-lobe	H3K4me3	ENCFF733MXP.bed	0.9538694186468557	0.5798395154196063	0.01663544323979592
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF639OCZ.bed	0.9421672617359521	0.17185142300306352	0.0054827008928571425
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF954FED.bed	0.9211580446322589	0.5636007572222117	0.027909757653061223
head-of-caudate-nucleus	DNase-seq	ENCFF046BNJ.bed	0.9758653339487944	0.33984518798184465	0.004197225765306122
head-of-caudate-nucleus	DNase-seq	ENCFF659ZKO.bed	0.942684985137356	0.2328112797019134	0.010786033163265306
head-of-caudate-nucleus	DNase-seq	ENCFF401FPT.bed	0.9546608277599864	0.2503309593722542	0.005695950255102041
SK-N-SH	POLR2AphosphoS5	ENCFF818NEX.bed	0.7173459620039153	0.08809023446758922	0.04717793367346939
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF933DUA.bed	0.8408843346135682	0.25022571355687556	0.031026785714285715
dorsolateral-prefrontal-cortex	CTCF	ENCFF132UGC.bed	0.9553670632749304	0.3944640683490911	0.005408960459183674
posterior-cingulate-gyrus	DNase-seq	ENCFF750JSS.bed	0.9639977960505638	0.2850512196693897	0.005424904336734694
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF169UVC.bed	0.7254879551070198	0.14346546710391966	0.012936463647959183
caudate-nucleus	H3K4me1	ENCFF280IMI.bed	0.8250831751733784	0.11695900941877817	0.031295838647959186
posterior-cingulate-gyrus	DNase-seq	ENCFF124CVB.bed	0.936093929398559	0.2699310351478655	0.028284438775510203
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF373JVI.bed	0.942753681606504	0.2613088781898475	0.009707828443877551
dorsolateral-prefrontal-cortex	CTCF	ENCFF816RIB.bed	0.955272883233923	0.40586763561147154	0.005835459183673469
temporal-lobe	H3K9me3	ENCFF491OTB.bed	0.7990892381575125	0.07278019782440577	0.020924346301020406
brain	CTCF	ENCFF286YTX.bed	0.9224384755080821	0.4181600774253355	0.0109375
posterior-cingulate-gyrus	DNase-seq	ENCFF055CUO.bed	0.9194077937621057	0.26384570362183984	0.03969427614795919
head-of-caudate-nucleus	DNase-seq	ENCFF879WXF.bed	0.939343080424908	0.26447731925156215	0.008719308035714286
dorsolateral-prefrontal-cortex	CTCF	ENCFF750DNP.bed	0.9395344309579416	0.3951972766199055	0.006433354591836735
SK-N-SH	RAD21	ENCFF243UOM.bed	0.9235187327371929	0.281045476373117	0.005141900510204082
SK-N-SH	FOXJ3	ENCFF592DFG.bed	0.8599706916220303	0.03927172941644071	0.002234135841836735
layer-of-hippocampus	H3K4me3	ENCFF159KZF.bed	0.962979773530875	0.5755127224490357	0.012701291454081633
posterior-cingulate-gyrus	DNase-seq	ENCFF391PZY.bed	0.9552369667738172	0.20448447583693688	0.004464285714285714
brain-microvascular-endothelial-cell	CTCF	ENCFF512XJS.bed	0.9334112118713758	0.32185035377043525	0.005634167729591836
SK-N-SH	CSRNP3	ENCFF064MUO.bed	0.8105880869586786	0.004085672936365292	0.0006517059948979592
germinal-matrix	H3K27me3	ENCFF912ILX.bed	0.8512428414590184	0.31570180264902825	0.030927136479591836
head-of-caudate-nucleus	DNase-seq	ENCFF976TBD.bed	0.9330372571096632	0.2595974157402302	0.011943957270408163
layer-of-hippocampus	H3K27me3	ENCFF148XKJ.bed	0.9260752048171609	0.17470225218712757	0.00652702487244898
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF328UXU.bed	0.9669262495659051	0.14948166671569865	0.004350685586734694
head-of-caudate-nucleus	DNase-seq	ENCFF988WLS.bed	0.935809815253789	0.23502880528104175	0.0075514190051020405
dorsolateral-prefrontal-cortex	H3K9me3	ENCFF062EYE.bed	0.8008604278278635	0.055928829961085696	0.012619579081632653
cerebellum	DNase-seq	ENCFF732MQW.bed	0.8832258838841479	0.16963625711103417	0.011045121173469388
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF994UFI.bed	0.978007386961476	0.29005228615651235	0.0028479751275510205
SK-N-SH	GATA3	ENCFF833ZAC.bed	0.7829611197585479	0.05181871632276494	0.01094547193877551
motor-neuron	H3K4me1	ENCFF913OWO.bed	0.7756982047931276	0.13665674035445324	0.0509944993622449
cingulate-gyrus	H3K9me3	ENCFF585OGV.bed	0.7909305390520037	0.049602377670939266	0.015011160714285715
SK-N-MC	H3K4me3	ENCFF337FTH.bed	0.9610615797532267	0.6241610294216875	0.014283721301020407
SK-N-SH	CTCF	ENCFF309HSE.bed	0.7246956994999543	0.16711152976161325	0.059512515943877554
brain	DNase-seq	ENCFF018ATG.bed	0.8604536133241898	0.1790484448000325	0.025099649234693877
pons	DNase-seq	ENCFF937DVO.bed	0.846394104681237	0.1428433320145309	0.016998166454081632
dorsolateral-prefrontal-cortex	CTCF	ENCFF427TYH.bed	0.9493774665269906	0.42815865749722537	0.008783083545918367
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF124JXP.bed	0.8275434585812601	0.20814613283184788	0.02354113520408163
dorsolateral-prefrontal-cortex	CTCF	ENCFF422EHF.bed	0.9542988632189455	0.3741239211303835	0.005877311862244898
brain	H3K36me3	ENCFF553YAI.bed	0.7955888755089617	0.015248070387389939	0.004043765943877551
SK-N-SH	H3K4me3	ENCFF757AYH.bed	0.8406302413666386	0.41139465987980045	0.025516183035714287
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF230CUT.bed	0.963584379870645	0.17368419656849088	0.005478714923469388
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF098DXX.bed	0.840069428564003	0.17833233063728562	0.0033840880102040814
SK-N-SH	REST	ENCFF796YFZ.bed	0.8630593524713135	0.016565875936636092	0.0002272002551020408
astrocyte	EZH2	ENCFF262LQF.bed	0.9861386540880492	0.30729320406751875	0.002792171556122449
cingulate-gyrus	H3K4me3	ENCFF446VYW.bed	0.9380606150970857	0.5564595561669433	0.020121173469387754
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF079QBO.bed	0.767883034810654	0.16589700656510273	0.0071089764030612245
angular-gyrus	H3K4me3	ENCFF884KFF.bed	0.9513521897226245	0.5694066512123013	0.014971301020408164
head-of-caudate-nucleus	DNase-seq	ENCFF454EUR.bed	0.9616434556886059	0.31122187721204264	0.005113998724489796
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF155FWO.bed	0.7957182857364586	0.2436395718075135	0.061350047831632656
cingulate-gyrus	H3K9me3	ENCFF734XET.bed	0.7906180173134756	0.018853951145769935	0.00361328125
SK-N-SH	ZFP30	ENCFF178IDY.bed	0.7468740734529751	0.0059925877062898605	0.0004544005102040816
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF879NMM.bed	0.9449701963235682	0.17245047512679118	0.006200175382653062
motor-neuron	H3K4me1	ENCFF456GWH.bed	0.8258935512190183	0.18530621431855648	0.044794323979591835
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF134AIU.bed	0.9520860125130801	0.2604850742031272	0.007517538265306122
motor-neuron	ATAC-seq	ENCFF974XTQ.bed	0.8755707705378172	0.35548574684107875	0.038920998086734694
head-of-caudate-nucleus	DNase-seq	ENCFF601IBY.bed	0.9671158374230671	0.2772937503559181	0.00412547831632653
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF205LFV.bed	0.7922076870339743	0.22695943966012083	0.051711973852040814
SK-N-SH	H3K9ac	ENCFF528PHY.bed	0.8285408588686877	0.30990607303067125	0.023678651147959185
SK-N-MC	H3K4me3	ENCFF849OQM.bed	0.8377731308315082	0.3459160537243785	0.04012077487244898
head-of-caudate-nucleus	DNase-seq	ENCFF854EYW.bed	0.9323494104743268	0.24181029728856338	0.008912627551020407
brain	H3K4me1	ENCFF201HNB.bed	0.8284554819271148	0.1814790285288591	0.04167530293367347
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF029MIT.bed	0.9699807390661415	0.6626236303732108	0.015846221301020407
cingulate-gyrus	H3K27ac	ENCFF470WBY.bed	0.8399828621896277	0.23936420626670044	0.032834422831632654
SK-N-MC	H3K4me1	ENCFF535AMM.bed	0.7262453912851448	0.12649071832977973	0.10654695471938776
substantia-nigra	H3K36me3	ENCFF181FSZ.bed	0.8137003905344474	0.06531619969776059	0.015252311862244898
SK-N-SH	USF2	ENCFF823CDF.bed	0.6761997276886873	0.05199756787560254	0.03557676977040816
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF491IPL.bed	0.9540655141258993	0.6568360676511783	0.020093271683673468
SK-N-MC	H3K36me3	ENCFF423AWX.bed	0.7586439033237102	0.14317118600072773	0.0707210618622449
SK-N-SH	TCF12	ENCFF258AZW.bed	0.8155276685847082	0.06738871401467687	0.009767617984693878
motor-neuron	ATAC-seq	ENCFF770MIQ.bed	0.8181041784283344	0.2940986055502553	0.03371731505102041
posterior-cingulate-gyrus	DNase-seq	ENCFF862XBI.bed	0.9534922000805153	0.2684289400470334	0.009885204081632654
BE2C	DNase-seq	ENCFF322CUW.bed	0.8801039735066523	0.17501941577132998	0.01020408163265306
posterior-cingulate-gyrus	DNase-seq	ENCFF439OCC.bed	0.9486116730409513	0.25267092627781584	0.009444754464285714
dorsolateral-prefrontal-cortex	CTCF	ENCFF849FKD.bed	0.9528267834338338	0.40176552483049577	0.005877311862244898
substantia-nigra	H3K4me1	ENCFF266IMI.bed	0.8143131521678634	0.10989444501949397	0.03244778380102041
dorsolateral-prefrontal-cortex	CTCF	ENCFF477QFS.bed	0.9507915384448262	0.4369955521361214	0.007116948341836735
SK-N-SH	ELF1	ENCFF290IBP.bed	0.9066893788041575	0.09652138545201722	0.0016481983418367347
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF443KKI.bed	0.9762565418550953	0.2837396512168573	0.005153858418367347
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF676LJR.bed	0.8048955366173471	0.2511695360026718	0.05094467474489796
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF695WNQ.bed	0.9242686513413516	0.5742974093433062	0.030935108418367347
caudate-nucleus	H3K27ac	ENCFF512SFD.bed	0.825137722102537	0.22246532394579377	0.03787468112244898
head-of-caudate-nucleus	DNase-seq	ENCFF282VAB.bed	0.9533783234047197	0.28720483969562993	0.007710857780612245
motor-neuron	ATAC-seq	ENCFF526ZCC.bed	0.8773527683009364	0.3544850682165141	0.03216278698979592
temporal-lobe	H3K9ac	ENCFF950UGM.bed	0.9379962026542217	0.41436281292150373	0.016936383928571427
astrocyte	DNase-seq	ENCFF558EUY.bed	0.8295860262875439	0.15366791027637938	0.02300502232142857
dorsolateral-prefrontal-cortex	DNase-seq	ENCFF401LTJ.bed	0.9490702522199876	0.22560295946073372	0.010622608418367346
dorsolateral-prefrontal-cortex	H3K27me3	ENCFF783ARL.bed	0.849203117764918	0.07747416619010583	0.0008410395408163265
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF419QWJ.bed	0.9384209639444054	0.5975933959507505	0.024734933035714286
brain	DNase-seq	ENCFF844CAH.bed	0.9311451803464588	0.20798461343869648	0.005381058673469388
temporal-lobe	H3K4me1	ENCFF304IPZ.bed	0.8383936771150441	0.12588763763581565	0.029834980867346938
motor-neuron	ATAC-seq	ENCFF104QTD.bed	0.8886129037635685	0.38041373234296916	0.029699457908163265
dorsolateral-prefrontal-cortex	CTCF	ENCFF292VJF.bed	0.9414314982965419	0.40819268141209275	0.007613201530612245
astrocyte	CTCF	ENCFF660ZJK.bed	0.611738027970864	0.06667782722294133	0.05164022640306123
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF925RBS.bed	0.7831488576952639	0.22525142732953	0.052126514668367346
SK-N-SH	ZNF608	ENCFF207MHX.bed	0.8252328361676597	0.01072701596634448	0.0004842952806122449
brain	DNase-seq	ENCFF617UGK.bed	0.8471139879736338	0.15983007577101085	0.02239516900510204
dorsolateral-prefrontal-cortex	CTCF	ENCFF113VJZ.bed	0.9524180195288129	0.4136155208215122	0.007754703443877551
motor-neuron	H3K4me1	ENCFF061ZQE.bed	0.8019651986777836	0.18783950451842277	0.06945153061224489
dorsolateral-prefrontal-cortex	H3K4me3	ENCFF397GYA.bed	0.96189729830016	0.6641491790281474	0.01865234375
dorsolateral-prefrontal-cortex	H3K27ac	ENCFF788DLD.bed	0.7968267814647192	0.22880763181531735	0.05142697704081633
SK-N-SH	BNC2	ENCFF307MEQ.bed	0.8227318513583263	0.021541721579611733	0.003210698341836735
SK-N-SH	DNase-seq	ENCFF752OZB.bed	0.9200489013341618	0.2661878856712914	0.011593191964285715
SK-N-SH	CHD2	ENCFF983HMI.bed	0.7148815485846969	0.09455252086161799	0.047538663903061225
motor-neuron	H3K4me3	ENCFF071YEU.bed	0.977455190123517	0.7383209978666168	0.016344467474489796
